No.,Sector,Sub Industry Code,Sub Industry,Code,Stock Name,Sharia,FS Date,Fiscal Year End,Type of FS,Auditor's Opinion,"Assets, b.IDR","Liabilities, b.IDR","Equity, b.IDR","Sales, b.IDR","EBT, b.IDR",Profit for the Period,Profit attr.to owner's,"EPS, IDR","Book Value, IDR","P/E Ratio, x","Price to BV, x","D/E Ratio, x","ROA, %","ROE, %","NPM, %",Harga Saham
725.00,Infrastructures,J112,Highways & Railtracks,META,Nusantara Infrastructure Tbk,S,06/30/2022,Dec,A,WTP,6572.61,3144.23,3428.38,397.9,81.28,59.8,35.38,0.97,193.58,147.72,0.73,0.92,0,1,4,141.3134
726.00,Infrastructures,J113,Marine Ports & Services,PORT,PT Nusantara Pelabuhan Handal Tbk.,S,06/30/2022,Dec,U,,1867.16,1020.98,846.18,552.4,8.19,-11.09,-2.5,-18.81,300.71,-36.41,2.23,1.21,-3,-6,-10,670.5833
727.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,ACST,PT Acset Indonusa Tbk.,S,06/30/2022,Dec,U,,2159.89,1161.42,998.47,508.7,-118.94,-117.28,-114.46,-50.56,78.77,-3.14,2.02,1.16,0,0,0,159.1154
728.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,ADHI,PT Adhi Karya (Persero) Tbk.,S,06/30/2022,Dec,U,,39209.34,33145.24,6064.09,6326.78,168.78,35.39,10.23,16.05,1702.99,50.48,0.48,5.47,0,1,1,817.4352
729.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,BUKK,Bukaka Teknik Utama Tbk,S,06/30/2022,Dec,U,,5266.45,1732.36,3534.09,1766.91,202.03,176.62,176.19,175.96,1338.44,6.62,0.85,0.49,9,13,26,1137.674
730.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,DGIK,Nusa Konstruksi Enjiniring  Tbk,S,06/30/2022,Dec,U,,916.76,306.54,610.22,181.09,-7.08,-7.31,-7.31,0.06,110.13,1839.95,1.04,0.5,0,0,0,114.5352
731.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,FIMP,Fimperkasa Utama Tbk,0,06/30/2022,Dec,A,WTP,31.32,4.01,27.31,0.55,-0.57,-2.14,-2.14,-8.25,68.28,-6.91,0.83,0.15,-11,-12,-605,56.6724
732.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,IDPR,PT Indonesia Pondasi Raya Tbk.,S,06/30/2022,Dec,U,,1595.97,970.94,625.03,525.73,2.64,1.5,2.59,-52.45,312.05,-3.18,0.54,1.55,-3,-8,-10,168.507
733.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,JKON,Jaya Konstruksi Manggala Pratama Tbk,S,06/30/2022,Dec,U,,3942.33,1261.37,2680.96,1520.83,60.17,36.86,36.75,5.45,164.39,27.7,0.92,0.47,2,3,6,151.2388
734.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,KRYA,PT Bangun Karya Perkasa Jaya Tbk,S,06/30/2022,Dec,A,WTP,140.99,81.51,59.48,92.23,12.58,10.13,10.13,6.33,36.6,39.8,7.38,1.37,7,17,11,270.108
735.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,MTPS,PT Meta Epsi Tbk.,S,06/30/2022,Dec,U,,175.44,73.92,101.53,0,-5.88,-6.22,-6.22,-91.29,48.7,-0.56,1.03,0.73,-108,-187,0,50.161
736.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,MTRA,PT Mitra Pemuda Tbk.,S,06/30/2020,Dec,U,,319.29,217.58,101.71,93.94,3.33,0.59,0.6,12.38,132.09,0,1.85,2.14,3,9,10,244.3665
737.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,NRCA,PT Nusa Raya Cipta Tbk.,S,06/30/2022,Dec,U,,2453.76,1279.05,1174.71,1157.92,75.86,43.88,43.88,34.89,470.59,8.89,0.65,1.09,4,7,8,305.8835
738.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,PBSA,PT Paramita Bangun Sarana Tbk,S,06/30/2022,Dec,U,,885.8,304.22,581.58,423.53,79.87,71.15,71.06,50.04,193.86,6.2,1.6,0.52,17,26,35,310.176
739.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,PPRE,PT PP Presisi Tbk.,S,06/30/2022,Dec,U,,7816.99,4766,3050.99,1731.07,144.02,89.88,46.26,8.54,298.41,18.98,0.54,1.56,1,3,5,161.1414
740.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,PTDU,PT Djasa Ubersakti Tbk,S,06/30/2022,Dec,U,,306.13,222.72,83.4,79.59,-12.24,-12.24,-11.88,-2.75,55.6,-26.9,1.29,2.67,-1,-5,-5,71.724
741.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,PTPP,PP (Persero) Tbk,S,06/30/2022,Dec,U,,58274.6,43714.17,14560.43,9023.48,363.12,112.25,86.96,43.05,2348.5,20.79,0.38,3,0,2,3,892.43
742.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,PTPW,PT Pratama Widya Tbk.,S,06/30/2022,Dec,U,,591.34,108.31,483.03,200.68,49.17,49.14,49.14,75.33,550.04,13.94,1.91,0.22,14,18,42,1050.5764
743.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,RONY,PT Aesler Grup Internasional Tbk,S,09/30/2021,Dec,U,,38.66,6.66,32,2.07,-2.89,-2.98,-2.98,-4.34,25.6,-184.35,31.25,0.21,-14,-17,-263,800
744.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,SMKM,PT Sumber Mas Konstruksi Tbk,0,06/30/2022,Dec,U,,217.27,23.06,194.22,70.57,10.44,8.15,8.15,7.99,155,47.55,2.44,0.12,5,5,14,378.2
745.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,SSIA,PT Surya Semesta Internusa Tbk,S,06/30/2022,Dec,U,,8216.35,4096.76,4119.59,1548.6,82.83,92.09,79.51,-42.11,875.53,-8.69,0.42,0.99,1,2,5,367.7226
746.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,TAMA,PT Lancartama Sejati Tbk.,S,06/30/2022,Dec,U,,190.22,132.08,58.14,20.58,-0.18,-0.73,-0.73,-0.9,48.45,-55.62,1.03,2.27,-1,-2,-5,49.9035
747.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,TOPS,PT Totalindo Eka Persada Tbk.,S,06/30/2022,Dec,U,,2428.16,1579.97,848.2,412.39,12.8,1.88,1.88,0.03,25.45,1967.32,1.96,1.86,0,0,0,49.882
748.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,TOTL,Total Bangun Persada Tbk,S,06/30/2022,Dec,U,,3021.54,1830.67,1190.87,1114.06,44.79,44.24,44.28,28.73,349.23,10.79,0.89,1.54,3,8,8,310.8147
749.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,WEGE,PT Wijaya Karya Bangunan Gedung Tbk.,S,06/30/2022,Dec,U,,5725.14,3319.69,2405.45,1183.7,65.3,65.3,64.52,19.88,251.3,9.61,0.76,1.38,3,7,15,190.988
750.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,WIKA,PT Wijaya Karya (Persero) Tbk,S,06/30/2022,Dec,U,,72247.32,54813.37,17433.96,7183.81,26.2,12.35,-13.32,4.55,1943.6,235.06,0.55,3.14,0,0,0,1068.98
751.00,Infrastructures,J211,Heavy Constructions & Civil Engineering,WSKT,PT Waskita Karya (Persero) Tbk,S,06/30/2022,Dec,U,,97143.94,77206.69,19937.24,6090.38,451.96,293.92,-236.52,-51.61,692.1,-9.65,0.73,3.87,-2,-7,-24,505.233
752.00,Infrastructures,J321,Wireless Telecommunication Services,BALI,PT Bali Towerindo Sentra Tbk.,S,06/30/2022,Dec,A,WTP,5053.65,2595.44,2458.21,489.87,113.46,102.56,102.56,52.45,624.77,18.68,1.57,1.06,4,8,42,980.8889
753.00,Infrastructures,J321,Wireless Telecommunication Services,BTEL,Bakrie Telecom Tbk,S,06/30/2022,Dec,U,,45.4,5810.1,-5764.7,27.02,-28.95,-29.7,-29.7,-1.41,-156.55,-35.44,-0.32,-1.01,-114,0,-192,50.096
754.00,Infrastructures,J321,Wireless Telecommunication Services,CENT,PT Centratama Telekomunikasi Indonesia Tbk.,S,06/30/2022,Dec,U,,19554.2,18498.5,1055.7,1139.34,-884.96,-968.69,-968.69,-18.07,33.85,-9.46,5.05,17.52,-5,-99,-92,170.9425
755.00,Infrastructures,J321,Wireless Telecommunication Services,EXCL,PT XL Axiata Tbk,S,06/30/2022,Dec,A,WTP,76418.06,56082.02,20336.04,14074.83,728.08,617.01,614.91,110.66,1896.19,23.77,1.39,2.76,2,6,8,2635.7041
756.00,Infrastructures,J321,Wireless Telecommunication Services,FREN,Smartfren Telecom Tbk,S,06/30/2022,Dec,U,,43780.55,31071.18,12709.37,5453.34,-182.75,54.6,54.6,0.23,40.33,349.74,1.98,2.44,0,1,1,79.8534
757.00,Infrastructures,J321,Wireless Telecommunication Services,GHON,PT Gihon Telekomunikasi Indonesia Tbk,S,06/30/2022,Dec,LR,,1041.04,330.55,710.49,90.71,41.6,39.82,39.82,154.67,1291.79,13.06,1.6,0.47,8,12,94,2066.864
758.00,Infrastructures,J321,Wireless Telecommunication Services,GOLD,PT Visi Telekomunikasi Infrastruktur Tbk.,S,06/30/2022,Dec,U,,394.78,44.84,349.93,23.78,10.32,9.57,9.57,12.53,273.97,26.97,1.25,0.13,4,5,67,342.4625
759.00,Infrastructures,J321,Wireless Telecommunication Services,IBST,Inti Bangun Sejahtera Tbk,S,06/30/2022,Dec,U,,10041.19,3407.44,6633.75,539.34,53.59,48.87,48.87,29.41,4910.59,278.77,1.67,0.51,0,1,7,8200.6853
760.00,Infrastructures,J321,Wireless Telecommunication Services,ISAT,PT Indosat Tbk,S,06/30/2022,Dec,LR,,104432.91,74156.27,30276.64,22526.57,3975.8,3566.9,3260.31,547.36,3755.15,13.52,1.93,2.45,4,15,20,7247.4395
761.00,Infrastructures,J311,Wired Telecommunication Service,JAST,Jasnita Telekomindo Tbk,S,06/30/2022,Dec,U,,114.53,34,80.53,33.47,-8.53,-8.56,-8.56,-9.7,74.38,-10,1.3,0.42,-9,-13,-31,96.694
762.00,Infrastructures,J311,Wired Telecommunication Service,KBLV,First Media Tbk,S,06/30/2022,Dec,U,,1673.96,1952.71,-278.74,61.4,-232.7,-234.32,-231.98,-937.7,-160,-0.21,-1.21,-7.01,-98,0,-2661,193.6
763.00,Infrastructures,J321,Wireless Telecommunication Services,LCKM,PT LCK Global Kedaton Tbk,S,06/30/2022,Dec,U,,149.41,13.15,136.26,14.29,1.57,1.3,1.3,1.52,136.26,192.73,2.14,0.1,1,1,8,291.5964
764.00,Infrastructures,J311,Wired Telecommunication Service,LINK,Link Net Tbk,S,06/30/2022,Dec,U,,10721.07,5324.04,5397.04,2109.63,199.14,141.26,141.26,266.97,1884.97,17.79,2.52,0.99,5,10,26,4750.1244
765.00,Infrastructures,J311,Wired Telecommunication Service,MORA,PT Mora Telematika Indonesia Tbk,S,06/30/2022,Dec,A,WTP,14958.92,9992.15,4966.78,2146.38,512.4,400.46,346.06,26.41,210.04,24.8,3.12,2.01,4,13,29,655.3248
766.00,Infrastructures,J321,Wireless Telecommunication Services,MTEL,Dayamitra Telekomunikasi Tbk,S,06/30/2022,Dec,U,,55063.27,21568.52,33494.75,3726.41,1217.21,891.54,891.54,17.93,401.06,40.72,1.82,0.64,3,5,42,729.9292
767.00,Infrastructures,J321,Wireless Telecommunication Services,OASA,PT Protech Mitra Perkasa Tbk,S,03/31/2022,Dec,U,,49.1,1.11,47.99,3.2,0.24,0.24,0.24,1.32,133.82,444.32,4.37,0.02,1,1,15,584.7934
768.00,Infrastructures,J321,Wireless Telecommunication Services,SUPR,Solusi Tunas Pratama Tbk,S,06/30/2022,Dec,U,,9515.72,5364.44,4151.29,933.94,481.6,505.28,505.29,81.36,3649.23,412.36,9.19,1.29,2,5,24,33536.4237
769.00,Infrastructures,J321,Wireless Telecommunication Services,TBIG,PT Tower Bersama Infrastructure Tbk,S,06/30/2022,Dec,U,,42678.16,29520.22,13157.94,3303.55,945.93,849.05,826.14,75.56,580.75,37.06,4.87,2.24,4,13,52,2828.2525
770.00,Infrastructures,J312,Integrated Telecommunication Service,TLKM,Telkom Indonesia (Persero) Tbk,S,06/30/2022,Dec,U,,275272,134593,140679,71983,21429,17555,13310,258.62,1420.11,17.63,3.21,0.96,9,18,36,4558.5531
771.00,Infrastructures,J321,Wireless Telecommunication Services,TOWR,Sarana Menara Nusantara Tbk,S,06/30/2022,Dec,U,,63373.36,50452.26,12921.1,5316.33,2033.91,1705.65,1691.15,68.44,253.28,18.12,4.9,3.9,5,27,64,1241.072
772.00,Infrastructures,J411,Electric Utilities,ARKO,PT Arkora Hydro Tbk.,S,06/30/2022,Dec,U,,800.1,603.67,196.43,116.02,32.56,25.4,24.93,0,67.07,0,8.87,3.07,0,0,0,594.9109
773.00,Infrastructures,J421,Gas Utilities,HADE,Himalaya Energi Perkasa Tbk,S,06/30/2022,Dec,U,,15.15,1.92,13.23,1.93,-0.27,-0.27,-0.22,-0.06,6.24,-855.45,8.01,0.14,-1,-1,-6,49.9824
774.00,Infrastructures,J411,Electric Utilities,KEEN,Kencana Energi Lestari Tbk,S,06/30/2022,Dec,U,,4605.16,2067.13,2538.03,303.05,166.74,141.08,101.47,33.42,692.26,21.25,1.03,0.81,3,5,45,713.0278
775.00,Infrastructures,J411,Electric Utilities,LAPD,Leyand International Tbk,S,06/30/2022,Dec,A,WTP,0.07,257.26,-257.19,0,-8.69,-8.69,-8.69,-23.7,-64.84,-2.11,-0.77,-1,-134299,0,0,49.9268
776.00,Infrastructures,J411,Electric Utilities,MPOW,Megapower Makmur Tbk,S,06/30/2022,Dec,U,,228.01,87.71,140.3,20.81,-2.51,-2.59,-2.59,6.58,171.73,19.16,0.73,0.63,1,1,8,125.3629
777.00,Infrastructures,J411,Electric Utilities,POWR,Cikarang Listrindo Tbk,S,06/30/2022,Dec,U,,20674.01,10378.83,10295.18,3991.07,854.12,602.29,602.29,83.68,639.96,8.13,1.06,1.01,6,13,33,678.3576
778.00,Infrastructures,J411,Electric Utilities,TGRA,Terregra Asia Energy Tbk,S,06/30/2022,Dec,U,,463.02,99.23,363.79,0,-2.06,-1.73,-1.74,2.61,132.29,20.32,0.4,0.27,2,2,0,52.916
779.00,Transportation & Logistic,K111,Airlines,IATA,MNC Energy Investments Tbk,S,06/30/2022,Dec,U,,2233.07,3488.72,-1255.65,1257.56,624.59,479.06,209.94,19.96,-109.99,6.86,-1.23,-2.78,10,0,18,135.2877
780.00,Transportation & Logistic,K132,Road Transportation,ASSA,Adi Sarana Armada Tbk,S,06/30/2022,Dec,U,,7311.16,4736.42,2574.74,3170.5,126.71,97.25,114.79,51.81,721.95,28.18,2.02,1.84,3,7,6,1458.339
781.00,Transportation & Logistic,K132,Road Transportation,BIRD,PT Blue Bird Tbk,S,06/30/2022,Dec,U,,6715.14,1570.44,5144.7,1548.06,188.9,147.97,146.18,73.55,2056.15,18.36,0.66,0.31,3,4,12,1357.059
782.00,Transportation & Logistic,K132,Road Transportation,BPTR,PT Batavia Prosperindo Trans Tbk.,S,03/31/2022,Dec,U,,914.96,664.9,250.06,71.11,7.67,5.16,5.16,8.28,161.33,21.85,1.12,2.66,1,5,18,180.6896
783.00,Transportation & Logistic,K111,Airlines,CMPP,AirAsia Indonesia Tbk,S,06/30/2022,Dec,U,,5064.05,11326.44,-6262.39,1145.27,-1057.32,-1057.32,-1060.21,-208.41,-586.09,-1.09,-0.39,-1.81,-44,0,-194,228.5751
784.00,Transportation & Logistic,K111,Airlines,GIAA,Garuda Indonesia (Persero) Tbk,S,03/31/2022,Dec,U,,101192.61,192143.66,-90951.05,5027.18,-3692.19,-3218.01,-3225.47,-2292.68,-3513.44,-0.1,-0.06,-2.11,-56,0,-1133,210.8064
785.00,Transportation & Logistic,K111,Airlines,HELI,Jaya Trishindo Tbk,S,06/30/2022,Dec,U,,293.98,152.5,141.48,15.53,0.36,0.31,0.31,4.31,169.87,62.17,1.58,1.08,1,3,23,268.3946
786.00,Transportation & Logistic,K132,Road Transportation,LRNA,PT Eka Sari Lorena Transport Tbk.,S,06/30/2022,Dec,U,,228.72,43.42,185.3,44.94,-6.73,-6.73,-6.73,-63.72,529.43,-2.98,0.36,0.23,-10,-12,-50,190.5948
787.00,Transportation & Logistic,K132,Road Transportation,SAFE,Steady Safe Tbk,S,06/30/2022,Dec,U,,281.62,345.63,-64.01,115.85,4.22,4.22,4.22,6.35,-104.06,33.07,-2.15,-5.4,1,0,3,223.729
788.00,Transportation & Logistic,K132,Road Transportation,TAXI,Express Transindo Utama Tbk,S,06/30/2022,Dec,U,,82.59,12.37,70.22,1.13,-5.96,-5.85,-5.85,21.08,6.87,2.37,7.28,0.18,257,302,18759,50.0136
789.00,Transportation & Logistic,K132,Road Transportation,TRJA,PT Transkon Jaya Tbk.,S,06/30/2022,Dec,U,,788.35,452.79,335.56,228.43,26.3,20.55,20.51,32.64,222.2,7.23,1.05,1.35,6,15,22,233.31
790.00,Transportation & Logistic,K132,Road Transportation,WEHA,PT WEHA Transportasi Indonesia Tbk,S,06/30/2022,Dec,U,,220.97,106.44,114.52,76.53,7.77,6.06,6.06,2.12,78.41,54.24,1.47,0.93,1,3,4,115.2627
791.00,Transportation & Logistic,K211,Logistics & Deliveries,AKSI,PT Maming Enam Sembilan Mineral Tbk.,S,06/30/2022,Dec,U,,381.79,207.19,174.6,237.29,53.76,43.69,43.58,25.47,242.49,11.94,1.25,1.19,11,25,18,303.1125
792.00,Transportation & Logistic,K211,Logistics & Deliveries,BLTA,Berlian Laju Tanker Tbk,S,06/30/2022,Dec,U,,1053.41,542.31,511.1,125.79,36.01,34.37,34.37,3.43,19.7,14.58,2.54,1.06,7,14,58,50.038
793.00,Transportation & Logistic,K211,Logistics & Deliveries,DEAL,PT Dewata Freightinternational Tbk.,S,06/30/2022,Dec,U,,157.05,193.73,-36.68,45.33,-3.63,-3.63,-3.63,-14.78,-32,-3.38,-1.56,-5.28,-14,0,-49,49.92
794.00,Transportation & Logistic,K211,Logistics & Deliveries,ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,S,12/31/2021,Dec,A,WTP,1634.29,297.96,1336.34,540.59,105.74,105.2,107.65,14.52,180.29,16.25,1.31,0.22,7,8,20,236.1799
795.00,Transportation & Logistic,K211,Logistics & Deliveries,HAIS,Hasnur Internasional Shipping Tbk,S,06/30/2022,Dec,U,,568.96,93.37,475.6,313.77,49.09,45.09,45.09,24.32,181.09,9.54,1.28,0.2,11,13,20,231.7952
796.00,Transportation & Logistic,K211,Logistics & Deliveries,HATM,PT Habco Trans Maritima Tbk,S,06/30/2022,Dec,A,WTP,469.84,67.04,402.79,178.92,68.94,66.79,66.79,19.58,57.54,22.06,7.51,0.17,29,34,77,432.1254
797.00,Transportation & Logistic,K211,Logistics & Deliveries,JAYA,PT Armada Berjaya Trans Tbk.,S,06/30/2022,Dec,U,,124.8,8.76,116.05,38.16,3.74,3.06,3.06,7.03,145.86,15.79,0.76,0.08,4,5,15,110.8536
798.00,Transportation & Logistic,K211,Logistics & Deliveries,KJEN,PT Krida Jaringan Nusantara Tbk.,S,06/30/2022,Dec,U,,69.38,7.6,61.78,4.54,-0.45,-0.47,-0.47,-3.42,123.56,-88.85,2.27,0.12,-2,-3,-38,280.4812
799.00,Transportation & Logistic,K211,Logistics & Deliveries,MIRA,Mitra International Resources Tbk,S,06/30/2022,Dec,U,,294.03,99.68,194.34,37.38,-9.55,-8.98,-9.07,-3.48,49.06,-14.39,1.02,0.51,-5,-7,-37,50.0412
800.00,Transportation & Logistic,K211,Logistics & Deliveries,NELY,Pelayaran Nelly Dwi Putri Tbk,S,06/30/2022,Dec,U,,594.79,87.39,507.4,114.71,40.32,39.08,39.08,27.88,215.92,10.91,1.41,0.17,12,14,64,304.4472
801.00,Transportation & Logistic,K211,Logistics & Deliveries,PPGL,PT Prima Globalindo Logistik Tbk.,0,06/30/2022,Dec,U,,158.46,20.03,138.43,141.83,15.05,11.87,9.87,23.27,179.5,5.5,0.71,0.14,12,14,14,127.445
802.00,Transportation & Logistic,K211,Logistics & Deliveries,PURA,PT Putra Rajawali Kencana Tbk.,S,06/30/2022,Dec,U,,498.39,38.46,459.94,61.05,9.88,7.95,7.95,1.41,77.12,35.43,0.65,0.08,2,2,19,50.128
803.00,Transportation & Logistic,K211,Logistics & Deliveries,RCCC,PT Utama Radar Cahaya Tbk,0,01/31/2022,Dec,A,,21.84,4.43,17.41,3.74,0.64,0.49,0.49,3.96,23.22,30.33,5.17,0.25,14,17,79,120.0474
804.00,Transportation & Logistic,K211,Logistics & Deliveries,SAPX,PT Satria Antaran Prima Tbk.,S,06/30/2022,Dec,U,,256.1,79.66,176.45,294.69,10.82,8.46,8.46,42.68,211.74,23.2,4.68,0.45,14,20,12,990.9432
805.00,Transportation & Logistic,K211,Logistics & Deliveries,SDMU,Sidomulyo Selaras Tbk,S,06/30/2022,Dec,U,,170.63,170.27,0.36,46.63,2.25,2.25,2.3,-0.08,0.32,-796.07,208.76,474.42,4,2016,16,66.8032
806.00,Transportation & Logistic,K211,Logistics & Deliveries,SMDR,Samudera Indonesia Tbk,S,06/30/2022,Dec,U,,15827.91,7983.43,7844.48,8202.32,2668.32,2634.49,1722.86,826.39,2395.17,3.12,1.08,1.02,17,35,33,2586.7836
807.00,Transportation & Logistic,K211,Logistics & Deliveries,TMAS,PT Temas Tbk.,S,06/30/2022,Dec,U,,4301.28,2427.07,1874.21,2322.85,721.74,686.76,659.83,175.83,328.51,14.1,7.55,1.29,24,56,45,2480.2505
808.00,Transportation & Logistic,K211,Logistics & Deliveries,TNCA,PT Trimuda Nuansa Citra Tbk.,S,06/30/2022,Dec,U,,52.26,10.7,41.56,34.57,0.94,0.42,0.42,3.21,98.57,166.63,5.43,0.26,2,3,3,535.2351
809.00,Transportation & Logistic,K211,Logistics & Deliveries,TRUK,PT Guna Timur Raya Tbk.,S,06/30/2022,Dec,U,,73.52,16.7,56.82,18.52,-2.06,-1.92,-1.92,-9.07,130.62,-13.23,0.92,0.29,-5,-7,-21,120.1704
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Market PER,14.13,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,Market PBV,1.19,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
